Angola,AGO,"School life expectancy, primary, male (years)",UIS.SLE.1.M,,3.043659925,3.271169901,,,,,,,,,,5.894299984,5.405920029,,,3.565140009,3.597019911,3.608439922,3.576849937,3.26928997,3.005889893,2.986579895,,,,,,3.665849924,,,,,,,,,,7.710299969,7.68611002,7.990359783,9.924429893,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,"School life expectancy, primary, female (years)",UIS.SLE.1.F,,5.421309948,,,7.078499794,6.024720192,6.124720097,6.160180092,5.424190044,5.323530197,,,,,7.317609787,,,,,,,,6.721879959,,,,,,,,,,,,,,,7.176449776,7.144710064,7.02241993,6.886940002,6.731900215,6.594339848,,6.531949997,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,"School life expectancy, primary, male (years)",UIS.SLE.1.M,,5.882870197,,,5.76199007,6.354000092,6.563409805,6.01695013,5.932789803,5.444439888,,,,,8.473679543,,,,,,,,7.312280178,,,,,,,,,,,,,,,7.434030056,7.507949829,7.341700077,7.527540207,7.295519829,7.029099941,,7.034530163,,,,,,,,,,,,,,,,,,,,
Argentina,ARG,"School life expectancy, primary, female (years)",UIS.SLE.1.F,7.430570126,7.462989807,7.414790154,7.400549889,7.447219849,7.437019825,7.386109829,7.450200081,7.464489937,7.440889835,7.445109844,7.483200073,7.478320122,,7.350870132,7.368780136,7.366580009,7.423240185,7.667409897,,7.413919926,7.678070068,,,,,7.749559879,7.574450016,6.755760193,7.018710136,7.07723999,7.121490002,7.162079811,7.016530037,7.078450203,7.018650055,7.124279976,7.160789967,7.164000034,7.094659805,6.983610153,6.871970177,6.76391983,6.627699852,,,,,,,,,,,,,,,,,,,,,
Argentina,ARG,"School life expectancy, primary, male (years)",UIS.SLE.1.M,7.391600132,7.430540085,7.41700983,7.373990059,7.464719772,7.457930088,7.433670044,7.498380184,7.429309845,7.514019966,7.517990112,7.583109856,7.609069824,,7.427120209,7.39677,7.483200073,7.466790199,7.319690228,,7.503620148,7.750179768,,,,,7.840509892,7.582769871,6.831369877,7.021339893,7.120759964,7.157010078,7.196660042,7.058410168,7.137479782,7.092420101,7.181340218,7.200469971,7.212080002,7.144279957,7.087029934,6.96860981,6.859980106,6.699969769,,,,,,,,,,,,,,,,,,,,,
Armenia,ARM,"School life expectancy, primary, female (years)",UIS.SLE.1.F,,,,,,,,,,,,,,,,,,,,,,3.152040005,3.026230097,3.123929977,3.857959986,3.677750111,3.723360062,3.868330002,,4.105420113,2.949929953,3.093270063,2.916130066,2.910379887,2.951309919,2.992079973,3.133029938,3.492729902,3.414760113,3.34878993,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,ARM,"School life expectancy, primary, male (years)",UIS.SLE.1.M,,,,,,,,,,,,,,,,,,,,,,2.998090029,2.927589893,3.031569958,3.721029997,3.595190048,3.637269974,3.694849968,,3.786360025,2.9614501,3.04144001,2.862289906,2.814929962,2.792670012,2.76928997,2.853600025,3.156409979,3.045900106,2.856679916,,,,,,,,,,,,,,,,,,,,,,,,,
Aruba,ABW,"School life expectancy, primary, female (years)",UIS.SLE.1.F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.714350224,6.57656002,6.515669823,6.525239944,6.350190163,6.398250103,6.464039803,6.668930054,6.720149994,6.613170147,6.702079773,6.744390011,6.220180035,6.324170113,6.849830151,6.89068985,,,,,,,,,,,,,,,,,,,,
Aruba,ABW,"School life expectancy, primary, male (years)",UIS.SLE.1.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.851109982,6.823740005,6.751949787,6.929759979,6.855160236,6.963640213,6.907929897,6.985139847,7.023940086,6.870900154,6.890039921,6.827909946,6.402810097,6.166590214,7.004799843,7.109560013,,,,,,,,,,,,,,,,,,,,
Australia,AUS,"School life expectancy, primary, female (years)",UIS.SLE.1.F,,6.638860226,6.606349945,6.574830055,6.282810211,6.430369854,6.471399784,6.589960098,6.652599812,6.632319927,6.587629795,6.501810074,6.435719967,6.34487009,6.290540218,6.217830181,6.250810146,6.283040047,6.332240105,6.354199886,6.344279766,6.329770088,6.322500229,6.313419819,6.308469772,7.037350178,7.070720196,7.062729836,7.071969986,7.081999779,7.1040802,7.099890232,7.153900146,7.153950214,7.180819988,7.198150158,7.229360104,7.358930111,7.358129978,7.36590004,7.384250164,7.404560089,7.435599804,7.452640057,,,,,,,,,,,,,,,,,,,,,
